bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,8463051241090618;0,8494064709432086;0,8466056375167348;0,8582916742545696;0,8582916742545696;0,8463051241090618;0,8592015837221564;0,858731397079831;0,8576907212397585;0,8572104938523595;0,847802415042552;0,0;
40;0,8987982107513773;0,8964310615646248;0,8823916861095277;0,9325332688314639;0,9328025884717027;0,9003842850177362;0,9341094764993229;0,9345747165888015;0,919759188337297;0,9243503681585953;0,8727413076936229;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,8463051241090618;0,8604016017472548;0,8466056375167348;0,8957761677277599;0,8957068256209393;0,8463051241090618;0,9102026625356505;0,9064965562072259;0,900968157666021;0,900608317503281;0,8575166508270858;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,94033713585979;0,9183856209416205;0,9295435995747984;0,9690739065791695;0,9680725264155209;0,94161822725041;0,9551781680699717;0,9540366891533848;0,9686515231211275;0,9681287623488417;0,9209413867637171;0,0;
