bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,8871680466682201;0,8954202427456407;0,8874866870873817;0,8997832543907861;0,8997832543907861;0,8871680466682201;0,8986660224121488;0,8988587891247624;0,896306813467547;0,8964764614631856;0,8891800289961592;0,0;
40;0,9215247685075301;0,9277922880116947;0,9107989733532772;0,9747381855084176;0,9747413390526066;0,924562358621734;0,9690697780556473;0,9694505463065648;0,9601917904822471;0,9605633003680395;0,9010856342304077;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,8871680466682201;0,9065273414832378;0,8874866870873817;0,9363306008146416;0,9362716220168086;0,8871680466682201;0,9524870767541371;0,9480950265193926;0,9431237695169765;0,9428788594807533;0,8961699046715506;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,9527399598692704;0,93962670414342;0,9525951835927434;0,98749403901258;0,9866929692716131;0,9615958972792373;0,9863744301183704;0,9862438348590191;0,984254757370335;0,9837882721738714;0,9372844282482419;0,0;
