bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,8201713403239651;0,8262481082833296;0,8205332491837495;0,8323693071876249;0,8323693071876249;0,8201713403239651;0,8323987275294448;0,831807484821584;0,8311906376780591;0,8305899111026672;0,8219840793054131;0,0;
40;0,8779045059925591;0,8688822824245144;0,8744491599101715;0,8984093843531564;0,898670705906681;0,8900094198055758;0,9024506836792713;0,9032193409232419;0,89115667923506;0,8927240826090597;0,8389822233682931;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,8201713403239651;0,8386715693594888;0,8205332491837495;0,87113865948871;0,8709442426965682;0,8201713403239651;0,8812657500582747;0,8815103112155603;0,8722891813742544;0,8722908586549634;0,8322938090607085;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,9421759075098123;0,903582938538955;0,9180882118696478;0,951542602257078;0,9579280563416569;0,9443168279970254;0,9402030333322235;0,9392122030921851;0,9448715961340948;0,9444664637418797;0,9254999392391209;0,0;
