bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;Compound;
0;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,8922416763764952;0,0;0,3892183685464013;
1;0,8922416763764952;0,897297304855435;0,8924687260994729;0,8965386824206308;0,8965386824206308;0,8922416763764952;0,900331299818442;0,9003450034462597;0,8999847009294702;0,8999730871731798;0,0;0,3892183685464013;
2;0,8922416763764952;0,8979803038456861;0,8924687260994729;0,9001702445947114;0,9001702445947114;0,8922416763764952;0,9025417802773671;0,9028187555271231;0,9021950429487836;0,9024465787431221;0,0;0,3892183685464013;
3;0,8922416763764952;0,8989262143368749;0,8924687260994729;0,9005601214640706;0,9005601214640706;0,8922416763764952;0,9039171672234747;0,9031605422398955;0,9034590359550428;0,9027022889001544;0,0;0,3892189068482483;
4;0,8922416763764952;0,9023221586824145;0,8924687260994729;0,901500798001582;0,901500798001582;0,8922416763764952;0,9054829899272906;0,9050587144675696;0,9049678696717327;0,9045328737219025;0,0;0,3892189068482483;
100;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;0,42857142857142855;
5;0,8922416763764952;0,9033773910735594;0,8924687260994729;0,9017729761425056;0,9017729761425056;0,8922416763764952;0,9054829899272906;0,9050587144675696;0,9049815197647509;0,9045465238149208;0,0;0,3892189068482483;
40;0,9265815281693424;0,9308229815999957;0,9124002990913694;0,9727675705303441;0,9727707731456114;0,933351380773572;0,9721915363720506;0,9716918441424358;0,9646625973499642;0,9636327085214023;0,0;0,40449445698145475;
10;0,8922416763764952;0,9103656072023955;0,8924687260994729;0,9105814136909606;0,9106096322984903;0,8922416763764952;0,9198415091622654;0,9198105624012183;0,9202915091186925;0,9202515276932949;0,0;0,39307004062103906;
15;0,8922416763764952;0,912524404493252;0,8924687260994729;0,939777750075282;0,9397771598767468;0,8922416763764952;0,9576053762933305;0,9531560543875518;0,9482364360098429;0,9479951106830427;0,0;0,39314419818982355;
80;0,9753832855409159;0,9822853037356573;0,9791838870407933;0,9940626751272836;0,9940626751272836;0,9861690627540243;0,9992592484485271;0,9992479026403254;0,9936078192396288;0,9936078192396288;0,0;0,42466161684474535;
20;0,8922416763764952;0,9147148200335457;0,8924687260994729;0,9560250581546293;0,9556873965843911;0,8922416763764952;0,9628734581130889;0,9611843261432663;0,9524608072729739;0,9523999155236245;0,0;0,39319407340071777;
60;0,9593525927943449;0,9457111052780631;0,950322614335839;0,9853005601701031;0,9848611237134218;0,9601066999221531;0,9860870440309395;0,9851226021927992;0,9875450834477751;0,9862510175841763;0,0;0,41840580413384043;
