bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;Compound;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,8096379950430178;0,8138676076652493;0,8100137146025839;0,8212638317004488;0,8212638317004488;0,8096379950430178;0,8256890197719903;0,8256896906997752;0,8256823028469582;0,8256829737692852;0,8099242296092676;0,0;
40;0,9363254308383737;0,8411736975845007;0,9379101622664008;0,9563632761974027;0,9564050414520152;0,9477756521480969;0,8521792615047552;0,8526050490502723;0,8521323253396292;0,8521165586649451;0,8248236906613645;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,8096379950430178;0,8253558202607947;0,8100137146025839;0,8212638317004488;0,8212638317004488;0,8096379950430178;0,8365424508170097;0,8370103390810318;0,8365344714859688;0,8365346392165506;0,8248236906613645;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,9663093612792647;0,8576264403247056;0,9533051034876755;0,9907267716204592;0,9907267716204592;0,9686966062040524;0,9830393649265959;0,9830216692062681;0,9846268212605892;0,9830379933249938;0,9516546211367244;0,0;
