bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;Compound;
0;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,9355791860210809;0,0;0,9355791860210809;
1;0,9355791860210809;0,9382313895766367;0,9356211108253154;0,9429986418688443;0,9429986418688443;0,9355791860210809;0,94440771639512;0,9444090796736618;0,94440771639512;0,9444090796736618;0,0;0,9355791860210809;
2;0,9355791860210809;0,9387368373323411;0,9356211108253154;0,9429986418688443;0,9429986418688443;0,9355791860210809;0,9462905029951222;0,9462958051045198;0,9462905029951222;0,9462944418224933;0,0;0,9355791860210809;
3;0,9355791860210809;0,938778807884939;0,9356211108253154;0,9429986418688443;0,9429986418688443;0,9355791860210809;0,9527326781248485;0,9462958051045198;0,9527326781248485;0,9462944418224933;0,0;0,935579674363849;
4;0,9355791860210809;0,9390602550182513;0,9356211108253154;0,944981432756641;0,944981432756641;0,9355791860210809;0,9543457337455897;0,9543470970275001;0,9543457337455897;0,9543457337455897;0,0;0,935579674363849;
100;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;
5;0,9355791860210809;0,9395029226059699;0,9356211108253154;0,944981432756641;0,944981432756641;0,9355791860210809;0,9543457337455897;0,9543470970275001;0,9543457337455897;0,9543457337455897;0,0;0,935579674363849;
40;0,9355791860210809;0,991424486759174;0,9361277615560052;0,9944813046176201;0,9944813046176201;0,935579674363849;0,9989985363490076;0,9989985363490076;0,9989393765110312;0,9989393765110312;0,0;0,9371116227993695;
10;0,9355791860210809;0,9533155177533212;0,9356211108253154;0,95931966100288;0,95931966100288;0,9355791860210809;0,9593214801216511;0,959356484367451;0,9593201109095992;0,9593541755917948;0,0;0,935579674363849;
15;0,9355791860210809;0,9534731098996082;0,9356211108253154;0,95931966100288;0,95931966100288;0,9355791860210809;0,9593214801216511;0,959356484367451;0,9593201109095992;0,9593541755917948;0,0;0,935579674363849;
80;0,9755587533515578;1,0;0,986673150166496;0,9994798238665062;0,9994798238665062;0,9831161139992705;0,9999978344193576;0,9999978344193576;0,9999386707243316;0,9999386707243316;0,0;0,9867374586124793;
20;0,9355791860210809;0,9539854112829298;0,9356211108253154;0,9659943334965537;0,9659943334965537;0,9355791860210809;0,96602137839573;0,9660499681751975;0,9660200151406517;0,9660476694334436;0,0;0,935579674363849;
60;0,9445858016365843;0,9995818614875022;0,9520769255213491;0,9994798238665062;0,9994798238665062;0,9429116098040554;0,9999978344193576;0,9999978344193576;0,9999386707243316;0,9999386707243316;0,0;0,9454664442446205;
