bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,8621193406253019;0,8720429878143501;0,8625493514776164;0,8774710879345732;0,8774710879345732;0,8621193406253019;0,8754781838324571;0,8755369520940663;0,8716872799030891;0,8714529457720086;0,864136906599544;0,0;
40;0,8772888466392204;0,9099649923516836;0,9018891580331542;0,9554068919759526;0,9554072179268144;0,9233887927570094;0,9475027172530014;0,9478423888774118;0,9377840045609817;0,9387219608588752;0,8853569832902449;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,8621193406253019;0,8849435771258962;0,8625493514776164;0,9200717088230708;0,9188389542415324;0,8621193406253019;0,9284766133080167;0,9237567178052111;0,923730821066548;0,9222427520320401;0,8732510216480255;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,9385417352135254;0,9246208249926017;0,9352754759756253;0,9861124004812033;0,9863704988010437;0,9546724002262256;0,968879986806505;0,9686728736413135;0,9746401439017846;0,9749289079324368;0,9341221373840753;0,0;
