bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
5;0,7066395942830022;0,7121267444584365;0,707096011425041;0,7075651189769065;0,7075651189769065;0,7066395942830022;0,7105414979928973;0,7105423066889026;0,7105414979928973;0,7105423066889026;0,708402143362653;
40;0,9281523483550659;0,7546286276422338;0,8838236403511812;0,7677884836261022;0,7677884836261022;0,9281523483550659;0,7868357050106337;0,787076242817495;0,7866532243315411;0,7870034951537482;0,713032065437835;
60;0,93226688013454;0,7580561476376204;0,963059485385041;0,9650848905222837;0,9650848905222837;0,93226688013454;0,9645530036457844;0,9646470871084927;0,9644631047938302;0,9645571883569254;0,8744469665232806;
15;0,7066395942830022;0,7204880653254622;0,707096011425041;0,7136277985031627;0,7136277985031627;0,7066395942830022;0,7846675794205697;0,7736349290204824;0,7844851211616721;0,7734541683017356;0,713032065437835;
