bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,8622507760698509;0,8688888430683076;0,8624759034216769;0,8721137577944772;0,8721137577944772;0,8622507760698509;0,874454489828653;0,8738664087448758;0,8728951640793202;0,8722975215526789;0,8643163880877499;0,0;
40;0,9005491252231101;0,9101382246991309;0,8873674566461913;0,9454424789386637;0,9454474318460496;0,9056907227500535;0,9468905516593459;0,9485679044198029;0,9334406080172684;0,9378339327080978;0,8834193999027474;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,8622507760698509;0,8800806618158769;0,8624759034216769;0,9087594702100912;0,9087436429621657;0,8622507760698509;0,9243146888647911;0,9204706021261623;0,9151940479838376;0,9147647987918763;0,8721179943059615;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,944556020476825;0,9311816138083241;0,9251585934448071;0,9586491996155102;0,956536953932656;0,9400832406699262;0,9616597903846527;0,9609031464156701;0,9658214393259296;0,9657088896824902;0,928181630573183;0,0;
