bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;Compound;
0;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,92746682660031;0,0;0,92746682660031;
1;0,92746682660031;0,9285058927974408;0,9278282924266072;0,935602984111978;0,935602984111978;0,92746682660031;0,9357550215700452;0,9357550215700452;0,9357550215700452;0,9357550215700452;0,0;0,92746682660031;
2;0,92746682660031;0,9286724664147424;0,9278282924266072;0,9394808006947207;0,9394808006947207;0,92746682660031;0,9394873688851897;0,9394876919109504;0,9394854307306251;0,9394854307306251;0,0;0,92746682660031;
3;0,92746682660031;0,928724688912733;0,9278282924266072;0,9394808006947207;0,9394808006947207;0,92746682660031;0,9394873688851897;0,9394876919109504;0,9394854307306251;0,9394854307306251;0,0;0,92746682660031;
4;0,92746682660031;0,9300638460416154;0,9278282924266072;0,9448014656755519;0,9448014656755519;0,92746682660031;0,9496733401994253;0,9496748476529756;0,9496710790191;0,9496725864726502;0,0;0,92746682660031;
100;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;
5;0,92746682660031;0,9304687049951088;0,9278282924266072;0,9448014656755519;0,9448014656755519;0,92746682660031;0,9496733401994253;0,9496748476529756;0,9496710790191;0,9496725864726502;0,0;0,92746682660031;
40;0,9299066401713759;0,9923989884986678;0,9382127092332069;0,9574390948387482;0,9574390948387482;0,9299066401713759;0,9887631182107388;0,9887635489117531;0,9887608570304134;0,9887612877314278;0,0;0,9322963847495231;
10;0,92746682660031;0,9431571568779991;0,9278282924266072;0,9552194771612712;0,955614537666688;0,92746682660031;0,9869352231058173;0,9864949389938932;0,986932961925492;0,9864926778135679;0,0;0,92746682660031;
15;0,92746682660031;0,9455863105989597;0,9278282924266072;0,9552194771612712;0,955614537666688;0,92746682660031;0,9870071501752146;0,9874005955518276;0,9870048889948891;0,9873983343715023;0,0;0,92746682660031;
80;0,9812003314244305;0,9989231397888596;0,9948211433281452;0,9997969244717317;0,9997969244717317;0,9916137128742455;0,9998055384920188;0,9998055384920188;0,9998055384920188;0,9998055384920188;0,0;0,9903678025149709;
20;0,92746682660031;0,9462664951758795;0,9278282924266072;0,9574390948387482;0,9574390948387482;0,92746682660031;0,9870071501752146;0,9874005955518276;0,9870048889948891;0,9873983343715023;0,0;0,92746682660031;
60;0,9313179397201627;0,9975573868723407;0,9772498340455154;0,997237160668168;0,997237160668168;0,9350678381016422;0,9935454069236265;0,9935470220524303;0,9935431457433012;0,9935430380680476;0,0;0,9794202441321025;
