bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;Compound;
0;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,8839160083108608;0,0;0,0;
1;0,8839160083108608;0,8850809793831523;0,8842595905293098;0,8906811310175375;0,8906811310175375;0,8839160083108608;0,890593439257589;0,890593439257589;0,890593439257589;0,890593439257589;0,0;0,0;
2;0,8839160083108608;0,885439526861693;0,8842595905293098;0,8906811310175375;0,8906811310175375;0,8839160083108608;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,0;0,0;
3;0,8839160083108608;0,8865567844711314;0,8842595905293098;0,8906811310175375;0,8906811310175375;0,8839160083108608;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,0;0,0;
4;0,8839160083108608;0,8878026381093681;0,8842595905293098;0,8906811310175375;0,8906811310175375;0,8839160083108608;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,0;0,0;
100;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;
5;0,8839160083108608;0,8911965277221134;0,8842595905293098;0,8906811310175375;0,8906811310175375;0,8839160083108608;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,0;0,0;
40;0,8917405292997928;0,9320177728550184;0,8924926007081772;0,9848684611215687;0,9848684611215687;0,8917405292997928;0,9858903694278912;0,9834708629673832;0,9858896239121683;0,9834701105865995;0,0;0,0;
10;0,8839160083108608;0,8962159120377445;0,8842595905293098;0,8906811310175375;0,8906811310175375;0,8839160083108608;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,8923029554213069;0,0;0,0;
15;0,8839160083108608;0,8971022603856701;0,8842595905293098;0,9515057954760056;0,9515057954760056;0,8839160083108608;0,9516834940346078;0,9517239708653051;0,9516834940346078;0,9517239708653051;0,0;0,0;
80;0,9797541995643244;0,9911779158881157;0,9582796029368994;0,9976693762183481;0,9976693762183481;0,9797541995643244;0,9975456558635091;0,9975456558635091;0,997545488781979;0,997545488781979;0,0;0,0;
20;0,8839160083108608;0,9033732833213389;0,8842595905293098;0,9774378813953782;0,9774378813953782;0,8839160083108608;0,9773820681560967;0,9774095447548645;0,9773819004904221;0,9774087903202349;0,0;0,0;
60;0,9509849510866722;0,9382219217690984;0,9547151659775236;0,9848684611215687;0,9848684611215687;0,9509849510866722;0,9858903694278912;0,9834708629673832;0,9858896239121683;0,9834701105865995;0,0;0,0;
