bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;Compound;
0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
5;0,9205030012956675;0,9202080824989746;0,9217787905382888;0,9350147588187702;0,9350147588187702;0,9205030012956675;0,9392454297207261;0,9392473098522567;0,9392454297207261;0,9392459424838708;0,9247347256745914;0,0;
40;0,9213008221836851;0,9970685118704092;0,9294882539873023;0,9833826937522561;0,9833826937522561;0,923189701965736;0,9839855160967435;0,9839855160967435;0,983926412993253;0,983926412993253;0,9281424959324989;0,0;
10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
15;0,9205030012956675;0,9359694281387596;0,9217787905382888;0,9417335047532672;0,9460055913264133;0,9205030012956675;0,9445459285262177;0,9484153161364761;0,9445445862798089;0,9484130451951802;0,9281424959324989;0,0;
80;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
60;0,9315560102428501;0,9975217334124954;0,9508844913368744;0,9862388381066802;0,9862388381066802;0,9315001448073512;0,9861453237146053;0,9861453237146053;0,9860861861207383;0,9860861861207383;0,9538019983339925;0,0;
