bandwidth;Size(BigestOnTop);Size(SmallerOnTop);PageRank;Jaccard;TripleDistance;Quantitative;Dynamics-Jaccard;Dynamics-TripleDistance;DynamicsH-Jaccard;DynamicsH-TripleDistance;Age;
5;0,7497686684114647;0,7797204610721757;0,7503423834790426;0,783271814616529;0,783271814616529;0,7497686684114647;0,7794451382977877;0,7830893267678013;0,7550022671768477;0,7550022671768477;0,7550032217776258;
40;0,8131594103749195;0,8450389397567359;0,8162020412546637;0,9215865464930354;0,9215865464930354;0,8371621309871368;0,9231718997350983;0,9231727747858115;0,8394526955539469;0,8394526955539469;0,839452138703493;
60;0,8285522683700988;0,880102142283246;0,8229416022974059;0,9867311287358699;0,9867311287358699;0,8967795747253534;0,9231718997350983;0,9231727747858115;0,938653774252826;0,938653774252826;0,9386532174023722;
15;0,7497686684114647;0,7971003205867613;0,7503423834790426;0,8792206480148281;0,8792458653853803;0,7497686684114647;0,815755685840884;0,8157536970892632;0,7964591470642048;0,7964591470642048;0,796458590213751;
